IDLattes,DuracaoDoutorado,Genero,GrandesAreas,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,ListaFiliacoes,UltimaFiliacao,HistoricoFiliacaoemIESInternacional,UltimaFiliacaoInter,UltimaFiliacaoBR
3380581933287217,5,1,CIENCIAS BIOLOGICAS; CIENCIAS DA SAUDE,0,166,21,HOSPITAL DAS CLINICAS DA {F} DE MEDICINA DA {U} DE SAO PAULO; FUNDACAO ANTONIO PRUDENTE; HOSPITAL ISRAELITA ALBERT EINSTEIN; HOSPITAL SIRIO LIBANES; HOSPITAL UNIVERSITARIO DA {U} DE SAO PAULO HU USP; FUNDACAO {F} DE MEDICINA DA {U} DE SAO PAULO USP; REVISTA BRASILEIRA DE EPIDEMIOLOGIA; BMC GENETICS ONLINE; BMC PUBLIC HEALTH ONLINE; {I} BUTANTAN; HOSPITAL SANTA PAULA; BRAZILIAN JOURNAL OF PSYCHIATRY; {F} DE MEDICINA DA {U} DE SAO PAULO,BRAZILIAN JOURNAL OF PSYCHIATRY,0,0,
3380611668628327,5,1,CIENCIAS AGRARIAS,1,64,25,{U} DO OESTE PAULISTA; {ES} DE AGRICULTURA LUIZ DE QUEIROZ; CAMBUHY EMPRENDIMENTOS AGROPECUARIOS; REVISTA BRASILEIRA DE SEMENTES; COLLOQUIUM AGRARIAE UNOESTE ONLINE; REVISTA BRASILEIRA DE AGROCIENCIA ; PESQUISA AGROPECUARIA TROPICAL UFG; CIENTIFICA SAO PAULO; ACTA BOTANICA BRASILICA; BRAGANTIA SAO PAULO SP IMPRESSO; ACTA SCIENTIARUM AGRONOMY IMPRESSO; SEMINA CIENCIAS AGRARIAS IMPRESSO; PHILIPPINE AGRICULTURIST; ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS IMPRESSO; REVISTA DE CIENCIAS AGRARIAS BELEM; ACTA BOTANICA CROATICA; AFRICAN JOURNAL OF AGRICULTURAL RESEARCH; REVISTA DE CIENCIAS AGRARIAS AMAZONIAN JOURNAL OF AGRICULTURAL AND ENVIRO; INTERCIENCIA CARACAS; PLOS ONE; REVISTA DE BIOLOGIA TROPICAL; JOURNAL OF SEED SCIENCE; JOURNAL OF PLANT GROWTH REGULATION; JOURNAL OF AGRICULTURAL SCIENCE; PESQUISA AGROPECUARIA BRASILEIRA ONLINE; REVISTA CAATINGA; PLANT BIOLOGY; IHERINGIA SERIE BOTANICA,IHERINGIA SERIE BOTANICA,0,0,
3380619822669469,4,0,CIENCIAS DA SAUDE,0,60,11,{U} PEDRO DE VALDIVIA; {U} ADVENTISTA DE CHILE; {U} LA REPUBLICA; {U} SAN SEBASTIAN; {U} LA FRONTERA; REVISTA ESPANOLA DE NUTRICION HUMANA Y DIETETICA ACTIVIDAD DIETETICA; {U} ANDRES BELLO; FITNESS AMP PERFORMANCE JOURNAL ONLINE; REVISTA HORIZONTE CIENCIAS DE LA ACTIVIDAD FISICA; RESISTA ELECTRONICA EDUCARE; {U} LOS LAGOS; REVISTA MOVIMIENTO HUMANO Y SALUD; REVISTA FACULTAD DE CIENCIAS DE LA SALUD; COMISION NACIONAL DE ACREDITACION; ACREDITAACION; INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH; REVISTA ANDALUZA DE MEDICINA DEL DEPORTE; NUTRICION HOSPITALARIA; PENSAMIENTO PSICOLOGICO; REVISTA DE LA FACULTAD DE MEDICINA; REVISTA BRASILEIRA DE EDUCACAO FISICA E ESPORTE,ACREDITAACION; INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH; REVISTA ANDALUZA DE MEDICINA DEL DEPORTE; NUTRICION HOSPITALARIA; PENSAMIENTO PSICOLOGICO,UNIVERSIDAD ,0,
3380626839584906,2,1,CIENCIAS DA SAUDE,0,21,12,{UE} DE LONDRINA; {U} ANHANGUERA UNIDERP; {F} SALESIANAS DE LINS; {U} PARANAENSE; {U} NORTE DO PARANA; {CU} FILADELFIA; {UE} DO OESTE DO PARANA; CONSULTORIO DE FISIOTERAPIA; ARQUIVOS DE CIENCIAS DA SAUDE DA UNIPAR; CENTRO DE CIENCIAS DA SAUDE; {F} UNIAO DAS AMERICAS,{UE} DE LONDRINA,0,0,2595
3380627248548503,6,1,CIENCIAS HUMANAS,1,53,30,{UF} DO RIO DE JANEIRO; PSICOLOGIA CLINICA; TEORIA AMP SOCIEDADE UFMG ; REVISTA DA FACED ; REVISTA CEFAC ; CADERNO ESPACO FEMININO ; COLECAO CULTURA {E} E MIDIA; REVISTA ELETRONICA INTRATEXTOS; REVISTA DOBRAS,,0,0,
3380632710108888,4,0,CIENCIAS AGRARIAS; CIENCIAS BIOLOGICAS,1,81,15,{UF} DE SANTA MARIA; {U} DA CALIFORNIA DAVIS; {U} DO OESTE DE SANTA CATARINA; AGRICULTURAL SCIENCE ; {UF} DE PERNAMBUCO; {UF} DO VALE DO SAO FRANCISCO; EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA; REVISTA DE CIENCIAS AGROVETERINARIAS UDESC; PESQUISA AGROPECUARIA BRASILEIRA ONLINE; JOURNAL OF EXPERIMENTAL BOTANY; ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS ONLINE; JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE; POSTHARVEST BIOLOGY AND TECHNOLOGY PRINT; FOOD CHEMISTRY; REVISTA BRASILEIRA DE FRUTICULTURA; HORTSCIENCE; PLANTA; SCIENTIA HORTICULTURAE; COMUNICATA SCIENTIAE ONLINE; {UF} DE SERGIPE; EMBRAPA SEMIARIDO; PLOS ONE; BRAGANTIA; EMIRATES JOURNAL OF FOOD AND AGRICULTURE; JOURNAL OF HORTICULTURAL SCIENCE AMP BIOTECHNOLOGY; FRONTIERS IN CROP AND PRODUCT PHYSIOLOGY; {UE} DE CAMPINAS; PLANT SCIENCE; ENGENHARIA AGRICOLA; JOURNAL OF GRAPEVINE RESEARCH; HORTICULTURA BRASILEIRA; BMC PLANT BIOLOGY; BRAZILIAN JOURNAL OF FOOD TECHNOLOGY; EUPHYTICA ; {UE} DA BAHIA,EUPHYTICA ; {UE} DA BAHIA,0,0,40
3380722724966656,2,0,CIENCIAS EXATAS E DA TERRA; CIENCIAS HUMANAS,0,47,33,,,0,0,
3380724227553340,2,0,CIENCIAS BIOLOGICAS,1,5,5,{CU} DO NORTE PAULISTA; {F} DE EDUCACAO CIENCIAS E ARTES DOM BOSCO DE MONTE APRAZIVEL,{F} DE EDUCACAO CIENCIAS E ARTES DOM BOSCO DE MONTE APRAZIVEL,0,0,219
3380779586923587,4,1,CIENCIAS AGRARIAS,1,40,21,{I} DE ZOOTECNIA DO GOVERNO DO ESTADO DE SAO PAULO; AGENCIA PAULISTA DE TECNOLOGIA DOS AGRONEGOCIOS; REVISTA BRASILEIRA DE ZOOTECNIA BRAZILIAN JOURNAL OF ANIMAL SCIENCE; BOLETIM DE INDUSTRIA ANIMAL; CIENCIA ANIMAL BRASILEIRA UFG; LAGOA DA SERRA; USINA SAO MARTINHO; ASSOCIACAO DOS CRIADORES DE CARACU; COLORADO STATE {U} SYSTEM; ARS VETERINARIA IMPRESSO,COLORADO STATE {U} SYSTEM,0,0,
3380795032616827,3,0,CIENCIAS DA SAUDE; CIENCIAS BIOLOGICAS; CIENCIAS AGRARIAS,1,92,26,{UF} DO CEARA; {I} DR JOSE FROTA; SECRETARIA DE SAUDE DO ESTADO DO CEARA; REVISTA BRASILEIRA DE FARMACOGNOSIA; REVISTA DE PATOLOGIA TROPICAL; AMERICAN SOCIETY FOR MICROBIOLOGY; LAESHAES; REVISTA BRASILEIRA DE ANALISES CLINICAS; MICOSES; ARQUIVOS BRASILEIROS DE CIENCIAS DA SAUDE; FUNDACAO DE AMPARO A CIENCIA E TECNOLOGIA DO ESTADO DE PERNAMBUCO; FUNDACAO DE AMPARO A PESQUISA DO ESTADO DA BAHIA; ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS IMPRESSO; MEDICAL MYCOLOGY; JORNAL BRASILEIRO DE PATOLOGIA E MEDICINA LABORATORIAL IMPRESSO,ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS IMPRESSO; MEDICAL MYCOLOGY,0,0,
3380808538438548,6,1,CIENCIAS EXATAS E DA TERRA; CIENCIAS HUMANAS,0,1,6,{U} GAMA FILHO; {UE} DO RIO DE JANEIRO; COLEGIO ESTADUAL MARQUES REBELO; {F} DE HUMANIDADES PEDRO II; COLEGIO PEDRO II; FUNDACAO DE APOIO A {E} TECNICA DO ESTADO DO RIO DE JANEIRO; {CU} GERALDO DI BIASE VOLTA REDONDA; FUNDACAO CENTRO DE CIENCIAS E EDUCACAO SUPERIOR A DISTANCIA DO ESTADO DO RJ; TEMAS AMP CONEXOES; TEMAS E CONEXOES,FUNDACAO CENTRO DE CIENCIAS E EDUCACAO SUPERIOR A DISTANCIA DO ESTADO DO RJ; TEMAS AMP CONEXOES,0,0,
3380926755008181,4,1,CIENCIAS AGRARIAS; CIENCIAS DA SAUDE,1,21,5,{UF} DE PELOTAS; {UF} DO RIO GRANDE; CLINICA VETERINARIA TOCA DOS BICHOS; AQUARIO DO GUARUJA; {UF} DE SANTA MARIA; PREFEITURA MUNICIPAL DE ARROIO GRANDE; TRAINING {E} DE ENSINO; PREFEITURA MUNICIPAL DE PELOTAS,{UF} DE PELOTAS; PREFEITURA MUNICIPAL DE ARROIO GRANDE,0,0,634
3380958564791756,4,0,OUTROS; CIENCIAS EXATAS E DA TERRA,1,4,4,{IF} DE RONDONIA; {UF} DE RONDONIA; GUIA DO ESTUDANTE,GUIA DO ESTUDANTE,0,0,
3380961830118287,4,0,,1,5,11,{UE} DE CAMPINAS; {F} ENGENHARIA QUIMICA UNICAMP; {U} INDUSTRIAL DE SANTANDER; {U}L VALLE; SERVICIO NACIONAL DE APRENDIZAJE; CATALYSIS COMMUNICATIONS PRINT; CENTRO NACIONAL DE PESQUISA EM ENERGIA E MATERIAIS; {U} METODISTA DE PIRACICABA; {F} DE AMERICANA; {I} NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANISIO TEIXEIRA; CHEMICAL ENGINEERING TRANSACTIONS; {U} ESTACIO DE SA,{U} ESTACIO DE SA,UNIVERSIDAD ,0,163
3380962414364694,7,1,LINGUISTICA LETRAS E ARTES,1,2,14,{F} DE MUSICA DO ESPIRITO SANTO; SECRETARIA DE ESTADO DA CULTURA; A TEMPO REVISTA DE PESQUISA EM MUSICA; {U} KENTUCKY; ASSOCIACAO DE AMIGOS DA ORQUESTRA FILARMONICA DO ESPIRITO SANTO; {UF} DE GOIAS; ALPHA CURSOS E CONSULTORIA; FEDERACAO ESPIRITA DO ESTADO DO ESPIRITO SANTO; {UF} DO ESPIRITO SANTO,ALPHA CURSOS E CONSULTORIA,@{U} KENTUCKY,0,20570
3380981375509913,2,1,CIENCIAS SOCIAIS APLICADAS,0,4,5,PREFEITURA MUNICIPAL DE CURITIBA; REVISTA DA PROCURADORIA GERAL DO MUNICIPIO DE CURITIBA; {CU} CURITIBA; {UF} DO PARANA,{UF} DO PARANA,0,0,571
3380997404503593,3,1,CIENCIAS DA SAUDE; CIENCIAS EXATAS E DA TERRA,0,5,9,{UF} RURAL DO RIO DE JANEIRO; {UF} DO RIO DE JANEIRO; REVISTA {U} RURAL SERIE CIENCIAS EXATAS E DA TERRA UFRRJ; CENTRO DE EDUCACAO A DISTANCIA DO ESTADO DO RIO DE JANEIRO; {E} NACIONAL DE CIENCIAS ESTATISTICAS; FUNDACAO OSWALDO CRUZ; SUPPORTIVE CARE IN CANCER; CADERNOS DE SAUDE PUBLICA,CADERNOS DE SAUDE PUBLICA,0,0,
3381049256541106,4,0,ENGENHARIAS; CIENCIAS SOCIAIS APLICADAS,1,92,19,RHODIA NE; VOLKSWAGEM DO BRASIL SA; {UE} DE SANTA CATARINA; {UF} DE SANTA CATARINA; PDCA PROJETOS E CONSULTORIA LTDA; GEPROS GESTAO DA PRODUCAO OPERACOES E SISTEMAS; JOURNAL OF ENGINEERING DESIGN; JOURNAL OF THE BRAZILIAN SOCIETY OF MECHANICAL SCIENCES AND ENGINEERING IM; PESQUISA AMP DESENVOLVIMENTO ENGENHARIA DE PRODUCAO; DAPESQUISA; {UF} DO PARANA; HUMAN FACTORS IN DESIGN; REVISTA PRODUCAO; GEPROS GESTAO DA PRODUCAO OPERACOES E SISTEMAS ONLINE; BENCHMARKING AN INTERNATIONAL JOURNAL; CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO; COORDENACAO DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUPERIOR; FUNDACAO DE AMPARO A PESQUISA E INOVACAO DO ESTADO DE SANTA CATARINA; SUPPLY CHAIN MANAGEMENT AN INTERNATIONAL JOURNAL; PRINCIPIA JOAO PESSOA; VIRTUAL REALITY; ERGODESIGN AMP HCI; REVISTA DE CIENCIAS DA ADMINISTRACAO CADUFSC; INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH; {U} DO VALE DO ITAJAI; JOURNAL OF ENABLING TECHNOLOGIES; SENSORS,JOURNAL OF ENABLING TECHNOLOGIES; SENSORS,0,0,
3381053242520303,7,0,,1,1,5,{UE} DE CAMPINAS; {UE} DO CENTRO OESTE; RECEN REVISTA CIENCIAS EXATAS E NATURAIS; PROCEEDING SERIES OF THE BRAZILIAN SOCIETY OF COMPUTATIONAL AND APPLIED MAT,PROCEEDING SERIES OF THE BRAZILIAN SOCIETY OF COMPUTATIONAL AND APPLIED MAT,0,0,
3381110085983846,3,1,CIENCIAS DA SAUDE,0,6,18,{FC} MEDICAS DA SANTA CASA DE SAO PAULO; CONSELHO REGIONAL DE MEDICINA DO ESTADO DE SAO PAULO; SOCIEDADE BRASILEIRA DE CARDIOLOGIA; IRMANDADE DA SANTA CASA DE MISERICORDIA DE SAO PAULO; {UF} DE SAO PAULO; SOCIEDADE BRASILEIRA DE PEDIATRIA; SOCIEDADE BRASILEIRA DE MEDICINA DO EXERCICIO E DO ESPORTE,{FC} MEDICAS DA SANTA CASA DE SAO PAULO,0,0,415
3381165433749186,4,1,CIENCIAS BIOLOGICAS,1,9,4,{UF} FLUMINENSE; ACADEMIA BRASILEIRA DE CIENCIAS; FUNDACAO OSWALDO CRUZ,FUNDACAO OSWALDO CRUZ,0,0,20342
3381189534312209,4,1,OUTROS,0,1,4,{I} DE GEOGRAFIA TROPICAL; CONSELHO TECNICO CONSULTIVO DO PROJETO; {F} DE GEOGRAFIA HAVANA; {UF} FLUMINENSE; {UE} DE SAO PAULO; MINISTERIO DE CIENCIA TECNLOGIA E MEDIO AMBIENTE; {U} LTU; CENTRO DE AGUA DO TROPICO UMIDO PARA AMERICA LATINA E O CARIBE; MINISTERIO DA CIENCIA TECNOLOGIA E MEIO AMBIENTE DE CUBA; CENTRO DE ESTUDOS AMBIENTAIS DE CIENFUEGOS,CONSELHO TECNICO CONSULTIVO DO PROJETO; {F} DE GEOGRAFIA HAVANA,0,0,
3381209197640577,5,1,CIENCIAS SOCIAIS APLICADAS,0,12,23,{UE} PAULISTA JULIO DE MESQUITA FILHO; CENTRO CULTURAL ANGLO AMERICANO; PODER JUDICIARIO; REVISTA DOS ACADEMICOS DE DIREITO DA UNESP; PRO REITORIA DE EXTENSAO UNIVERSITARIA UNESP,PRO REITORIA DE EXTENSAO UNIVERSITARIA UNESP,0,0,56
3381255922586498,4,0,CIENCIAS BIOLOGICAS; CIENCIAS AGRARIAS,0,13,15,BIO FLORA COMERCIAL LTDA; NBL ENGENHARIA AMBIENTAL; LABORATORIO DE ECOLOGIA E RESTAURACAO FLORESTAL; FUNDACAO PARA A CONSERVACAO E A PRODUCAO FLORESTAL; SOCIEDADE PARA DEFESA DO MEIO AMBIENTE DE PIRACICABA; PROJETO DE DESENVOLVIMENTO AGROECOLOGICO DO MATO GROSSO; PROMOTORIA DE JUSTICA DE SANTA ROSA DO VITERBO E PORTO FERREIRA; {U} DE SAO PAULO,{U} DE SAO PAULO,0,0,55
3381263042510712,4,,LINGUISTICA LETRAS E ARTES; CIENCIAS HUMANAS,0,1,4,SEDUC; {UE} VALE DO ACARAU; {F} PAN AMAZONICA; AMAZONIA CONSULTORIA LTDA; {FIS} IPIRANGA; {UF} DO PARA; {F} PARAENSE DE ENSINO; {UF} RURAL DA AMAZONIA; {UE} DO PARA; PANACADEMICO INFORMATIVO DA FAPAN E FAPEN; {U} ABERTA DO BRASIL; {FI} DA AMAZONIA; {F} CONHECIMENTO E CIENCIA,{FI} DA AMAZONIA; {F} CONHECIMENTO E CIENCIA,0,0,21877;18148
3381290931050608,4,1,CIENCIAS HUMANAS,0,2,4,SOLAR GESTAO E ENSINO; SOCIEDADE EDUCACIONAL SANTO EXPEDITO; SOCIEDADE DE EDUCACAO NOSSA SENHORA AUXILIADORA; {E} INTERNACIONAL UNISOCIESC,SOLAR GESTAO E ENSINO,0,0,
3381306692651548,6,1,CIENCIAS DA SAUDE; CIENCIAS BIOLOGICAS,1,1,6,{UF} DO RIO DE JANEIRO,,0,0,
3381311711666953,5,0,CIENCIAS EXATAS E DA TERRA,1,13,14,{U} VICTORIA,{U} VICTORIA,@{U} VICTORIA,CA,
3381324625371431,5,1,CIENCIAS HUMANAS; CIENCIAS BIOLOGICAS,1,29,24,{U} DO GRANDE RIO; SAUDE E AMBIENTE EM REVISTA; {UE} DO RIO DE JANEIRO; {I} ESTADUAL DO AMBIENTE; ACTA LIMNOLOGICA BRASILIENSIA; HISTORIA NATUREZA E ESPACO; FUNDACAO NACIONAL DE DESENVOLVIMENTO DO ENSINO SUPERIOR PARTICULAR; {UF} FLUMINENSE; SECRETARIA MUNICIPAL DE EDUCACAO PMVR,SECRETARIA MUNICIPAL DE EDUCACAO PMVR,@{U} RIO GRANDE,0,
3381349412370206,4,0,CIENCIAS EXATAS E DA TERRA; ENGENHARIAS,1,4,13,PETROLEO BRASILEIRO RIO DE JANEIRO MATRIZ; ELETROBRAS TERMONUCLEAR; {IF} DO RIO DE JANEIRO; {UF} DO RIO DE JANEIRO,{UF} DO RIO DE JANEIRO,0,0,586
3381371209712524,4,1,CIENCIAS HUMANAS,1,78,36,GOVERNO DO ESTADO DO RIO GRANDE DO SUL; {UF} DO RIO GRANDE DO SUL; PROGRAMA MUNICIPAL DE INFORMATICA EDUCATIVA; MINISTERIO DE EDUCACAO; REVISTA BRASILEIRA DE ENSINO DE CIENCIA E TECNOLOGIA; REVISTA CADERNOS DO APLICACAO; REVISTA LINHAS CRITICAS; PSICOLOGIA SOCIAL E INSTITUCIONAL; IHMC {I} FOR HUMAN AMP MACHINE COGNITION; CAPES COORDENACAO DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUPERIOR,IHMC {I} FOR HUMAN AMP MACHINE COGNITION; CAPES COORDENACAO DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUPERIOR,0,0,3146
3381413029631491,4,0,CIENCIAS DA SAUDE,0,28,10,SPAC HOSPITAL UNIVERSITARIO SAO FRANCISCO DE PAULA; HOSPITAL SANTA CASA DE MISERICORDIA DE PELOTAS; {U} CATOLICA DE PELOTAS; {UF} DE PELOTAS,{U} CATOLICA DE PELOTAS,0,0,18
3381510918653081,4,0,CIENCIAS EXATAS E DA TERRA; CIENCIAS HUMANAS; OUTROS,1,7,9,{UE} DE FEIRA DE SANTANA; {UF} DA BAHIA; {U} DE SAO PAULO; SCIENTIA PLENA; {F} REGIONAL DA BAHIA UNIRB; {UE} DA BAHIA; REVISTA BRASILEIRA DE GEOMATICA RBGEO; ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING; JOURNAL OF ENVIRONMENTAL SCIENCE AND RESEARCH JESR,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING; JOURNAL OF ENVIRONMENTAL SCIENCE AND RESEARCH JESR,0,0,
3381517748983487,4,0,CIENCIAS EXATAS E DA TERRA,1,7,9,{UF} DE SAO CARLOS; {U} DE FRANCA; {U} BRITISH COLUMBIA; {UF} DE SANTA MARIA UFSM COLEGIO POLITECNICO DA UFSM; {UF} DE SANTA MARIA; REVISTA BRASILEIRA DE INFORMATICA NA EDUCACAO RBIE,{UF} DE SANTA MARIA,@{U} BRITISH COLUMBIA,0,582
3381527239868582,4,1,,1,4,5,{UF} RURAL DO RIO DE JANEIRO,{UF} RURAL DO RIO DE JANEIRO,0,0,574
3381556479289840,4,1,CIENCIAS BIOLOGICAS,1,5,10,{UF} RURAL DE PERNAMBUCO; COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO; {F} FRASSINETTI DO RECIFE; {FIS} DE VITORIA DE SANTO ANTAO; LUMEN RECIFE,{F} FRASSINETTI DO RECIFE,0,0,160
3381614940774001,4,1,CIENCIAS DA SAUDE,1,5,6,SECRETARIA MUNICIPAL DE SAUDE DE SAO PAULO; {CU} SAO CAMILO; {UF} DE SAO PAULO; CENTRO DE APOIO AO DESENVOLVIMENTO DA COMUNICACAO DO SURDO; FUNDACAO MUNICIPAL ANNE SULLIVAN; APAE DE SAO PAULO; ADOLESCENCIA AMP SAUDE UERJ,SECRETARIA MUNICIPAL DE SAUDE DE SAO PAULO,0,0,
3381670661843365,4,0,CIENCIAS SOCIAIS APLICADAS,1,10,20,INSPER {I} DE ENSINO E PESQUISA; FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE SAO PAULO; REVISTA DE ESTUDOS ECONOMICOS USP; REVIEW OF INTERNATIONAL ECONOMICS; PESQUISA E PLANEJAMENTO ECONOMICO RIO DE JANEIRO,REVISTA DE ESTUDOS ECONOMICOS USP,0,0,55
3381702157848261,5,0,CIENCIAS SOCIAIS APLICADAS; ENGENHARIAS,1,3,7,{UF} DE JUIZ DE FORA; {CU} DA CIDADE; {UF} FLUMINENSE; CARBOSERVE ENGENHARIA LTDA; FUNDACAO CENTRO DE CIENCIAS DO ESTADO DO RIO DE JANEIRO; ASOCIACION IBEROAMERICANA DE EDUCACION SUPERIOR A DISTANCIA; FUNDACAO CARLOS CHAGAS FILHO DE AMPARO A PESQUISA DO ESTADO DO RJ,FUNDACAO CARLOS CHAGAS FILHO DE AMPARO A PESQUISA DO ESTADO DO RJ,0,0,
3381718136020436,4,0,CIENCIAS EXATAS E DA TERRA,0,2,24,{UF} DO RIO DE JANEIRO; TECNOSOLO S A; PETROLEO BRASILEIRO RIO DE JANEIRO; PREFEITURA DA CIDADE DO RIO DE JANEIRO; {UE} DO RIO DE JANEIRO,{UE} DO RIO DE JANEIRO,0,0,547
3381769781020357,4,,CIENCIAS EXATAS E DA TERRA,1,6,5,{U} DE SAO PAULO; CENTRO DE ESTUDIOS AMBIENTALES DE CIENFUEGOS,{U} DE SAO PAULO,0,0,55
3381781135088677,4,1,CIENCIAS HUMANAS,0,13,12,{E} MUNICIPAL PROFESSOR LUIS ROCHA E SILVA PREFEITURA MUNICIPAL DE UBERL; {UF} DE UBERLANDIA; {IS} DE EDUCACAO BERLAAR; {E} DA CRIANCA ESPACO DE ADOLESCER; EDUCACAO EM ACAO PATROCINIO ; {F} CATOLICA DE UBERLANDIA; {UE} DE CAMPINAS; {UF} DO PARANA,{UF} DO PARANA,0,0,571
3381839844874712,4,0,,1,3,4,{U} DE ARARAQUARA,,0,0,
3381840748575599,5,1,LINGUISTICA LETRAS E ARTES,0,6,4,VIZZIONE ARTEFATOS DE COURO; FANTON INDUSTRIA DE BIJOUTERIAS E ACESSORIOS; LASCHUK DESIGNERS; {U} DO MINHO; {CU} RITTER DOS REIS; IARA REVISTA DE MODA CULTURA E ARTE,{CU} RITTER DOS REIS,@{U} DO MINHO,0,448
3381849078388664,4,0,CIENCIAS BIOLOGICAS,1,44,8,{CU} DA FUNDACAO DE ENSINO OCTAVIO BASTOS; UNIVERSADE DE SAO PAULO {F} DE MEDICINA VETERNARIA E ZOOTECNIA; {UF} DE MINAS GERAIS; PESQUISA VETERINARIA BRASILEIRA IMPRESSO; JOURNAL OF BIOTECHNOLOGY BIOINFORMATICS AND BIOENGINEERING; REVISTA DE EDUCACAO CONTINUADA EM MEDICINA VETERINARIA E ZOOTECNIA DO CRMV; {F} DE MEDICINA DO ABC,{F} DE MEDICINA DO ABC,0,0,
3381886122174095,5,1,ENGENHARIAS,0,5,16,{U} DE BRASILIA; MINISTERIO DA EDUCACAO,{U} DE BRASILIA,0,0,2
3381899302813592,4,1,CIENCIAS BIOLOGICAS,1,7,6,{UF} DO RIO GRANDE DO SUL; {F} DE IMPERATRIZ; {UF} DO PARA; DROGARIA ALVES; {ES} DA AMAZONIA; {F} METROPOLITANA DA AMAZONIA; LABORATORIO NACIONAL AGROPECUARIO,{ES} DA AMAZONIA,0,0,
3381907023831235,1,0,,0,9,37,{U} MICHIGAN ANN ARBOR,,@{U} MICHIGAN ANN ARBOR,0,
3381948803989944,4,0,CIENCIAS SOCIAIS APLICADAS; CIENCIAS AGRARIAS,1,42,14,{UE} DE SANTA CATARINA,{UE} DE SANTA CATARINA,0,0,585
3381968299059730,3,0,CIENCIAS AGRARIAS,0,50,16,AGENCIA DE DEFESA AGROPECUARIA DO ESTADO DO CEARA; EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA; {CU} UNINTA; {UE} DO CEARA; {UF} DO CEARA; {UF} DO PIAUI; COMITE LOCAL DE PUBLICACAO DA EMBRAPA CAPRINOS E OVINOS; {UF} DO RIO DE JANEIRO; COMUNICATA SCIENTIAE; CONSELHO REGIONAL DE MEDICINA VETERINARIA DO PIAUI; SERVICO DE APOIO AS MICROS E PEQUENAS EMPRESAS DO ESTADO DO CEARA; EDITORA VELEIROS; DOCENTES PELA LIBERDADE; {I} NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANISIO TEIXEIRA; ASSOCIACAO BRASILEIRA DE MEDICINA VETERINARIA LEGAL; TRIBUNAL DE JUSTICA DO ESTADO DO PIAUI; ZYGOTE; CIENCIA ANIMAL UECE; REVISTA ENSAIOS E CIENCIAS,{UF} DO PIAUI; DOCENTES PELA LIBERDADE; {I} NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANISIO TEIXEIRA; ASSOCIACAO BRASILEIRA DE MEDICINA VETERINARIA LEGAL; TRIBUNAL DE JUSTICA DO ESTADO DO PIAUI; ZYGOTE; CIENCIA ANIMAL UECE; REVISTA ENSAIOS E CIENCIAS,0,0,5
3382003878730026,4,1,CIENCIAS HUMANAS,1,1,9,{F} ESTACIO COTIA; {F} ESTACIO MONTESSORI DE IBIUNA; {F} ESTACIO EURO PANAMERICANA DE HUMANIDADES E TECONOLOGICAS; PREFEITURA MUNICIPAL DE SAO PAULO; {IS} DE EDUCACAO VERA CRUZ; {F} ESTACIO DE CARAPICUIBA; {U} METODISTA DE SAO PAULO; {F} MESSIANICA; {FT} FINACI; {U} DE SANTO AMARO,{F} MESSIANICA; {U} DE SANTO AMARO,0,0,4731;375
